37.089,-25.042,27.797
37.648,-5.0317,27.141
38.331,14.948,26.196
27.928,-14.895,24.236
28.53,5.1166,23.395
29.146,25.1,22.525
18.2,-24.772,21.216
18.736,-4.7337,20.65
19.454,15.259,19.588
9.0341,-14.618,17.62
9.6321,5.4143,16.862
10.24,25.426,16.038
-0.69631,-24.508,14.682
-0.20133,-4.4325,14.217
0.55915,15.567,12.969
-9.8903,-14.334,11.154
-9.2987,5.7308,10.426
-8.6929,25.759,9.561
-19.622,-24.233,8.2219
-19.118,-4.1432,7.7857
-18.337,15.898,6.4909
-28.861,-14.04,4.8653
-28.204,6.0389,3.9885
-27.614,26.092,3.0123
-38.636,-23.955,2.0051
-38.077,-3.8363,1.3781
-37.281,16.226,0
